Entity,Code,Year,GDP (constant 2010 US$)
Lesotho,LSO,2014,2839383677.7351
Lesotho,LSO,2015,2910839259.4291396
Lesotho,LSO,2016,2980616573.3773108
Lesotho,LSO,2017,3147259170.03227
Liberia,LBR,1960,1426700787.8148
Liberia,LBR,1961,1461512079.03896
Liberia,LBR,1962,1481163659.27636
Liberia,LBR,1963,1514852143.68055
Liberia,LBR,1964,1592896740.23479
Liberia,LBR,1965,1669256805.57371
Liberia,LBR,1966,1797833914.74399
Liberia,LBR,1967,1919112030.6185696
Liberia,LBR,1968,2010632020.934489
Liberia,LBR,1969,2157176393.1170893
Liberia,LBR,1970,2300913213.27413
Liberia,LBR,1971,2413769101.05254
Liberia,LBR,1972,2513711105.47439
Liberia,LBR,1973,2457002406.38262
Liberia,LBR,1974,2573788653.0065603
Liberia,LBR,1975,2484514490.32084
Liberia,LBR,1976,2616460447.93154
Liberia,LBR,1977,2658009436.03654
Liberia,LBR,1978,2786025034.80171
Liberia,LBR,1979,2876983728.7027698
Liberia,LBR,1980,2759074461.26861
Liberia,LBR,1981,2700119934.54665
Liberia,LBR,1982,2634427710.94385
Liberia,LBR,1983,2584456494.74268
Liberia,LBR,1984,2529993837.27137
Liberia,LBR,1985,2508657939.80888
Liberia,LBR,1986,2466547655.28902
Liberia,LBR,1987,2441842695.39586
Liberia,LBR,1988,2391982754.12254
Liberia,LBR,1989,1754078045.23354
Liberia,LBR,1990,858956846.842433
Liberia,LBR,1991,736768416.462007
Liberia,LBR,1992,478268199.475047
Liberia,LBR,1993,320557388.283499
Liberia,LBR,1994,250796568.136356
Liberia,LBR,1995,240097055.84384903
Liberia,LBR,1996,269199729.279467
Liberia,LBR,1997,555304687.981094
Liberia,LBR,1998,723051855.693259
Liberia,LBR,1999,880253798.080175
Liberia,LBR,2000,1132146638.2460198
Liberia,LBR,2001,1165190798.01995
Liberia,LBR,2002,1209034189.54096
Liberia,LBR,2003,844568142.711469
Liberia,LBR,2004,866700939.849503
Liberia,LBR,2005,912479873.144222
Liberia,LBR,2006,985872107.763442
Liberia,LBR,2007,1079873956.95073
Liberia,LBR,2008,1157051893.00929
Liberia,LBR,2009,1218376789.68453
Liberia,LBR,2010,1292697100.0
Liberia,LBR,2011,1398698238.23309
Liberia,LBR,2012,1510516487.30938
Liberia,LBR,2013,1641989954.45724
Liberia,LBR,2014,1653502629.68398
Liberia,LBR,2015,1653502629.68398
Liberia,LBR,2016,1627046587.60903
Liberia,LBR,2017,1666984015.1725302
Libya,LBY,1999,46322057225.7385
Libya,LBY,2000,48026344512.6129
Libya,LBY,2001,47179698570.1011
Libya,LBY,2002,46727316322.5252
Libya,LBY,2003,52809344317.7121
Libya,LBY,2004,55165501857.1698
Libya,LBY,2005,61714049045.1692
Libya,LBY,2006,65725799949.0192
Libya,LBY,2007,69900911108.9382
Libya,LBY,2008,71765417108.4958
Libya,LBY,2009,71198368527.333
Libya,LBY,2010,74773444900.5368
Libya,LBY,2011,28357141373.22
Libya,LBY,2012,63275999066.5308
Libya,LBY,2013,54670463193.4827
Libya,LBY,2014,41549552027.0469
Libya,LBY,2015,37867414355.5459
Libya,LBY,2016,36808842590.9579
Libya,LBY,2017,46627921705.5561
Liechtenstein,LIE,2010,5082366478.08994
Lithuania,LTU,1995,19315603344.6289
Lithuania,LTU,1996,20310348886.6269
Lithuania,LTU,1997,21994732573.5165
Lithuania,LTU,1998,23637117966.243
Lithuania,LTU,1999,23368921086.7508
Lithuania,LTU,2000,24264340357.1111
Lithuania,LTU,2001,25847450471.085
Lithuania,LTU,2002,27594931858.1505
Lithuania,LTU,2003,30503041625.9376
Lithuania,LTU,2004,32501016178.3459
Lithuania,LTU,2005,35012502275.965
Lithuania,LTU,2006,37605683774.4175
Lithuania,LTU,2007,41775008781.7614
Lithuania,LTU,2008,42872888580.5938
Lithuania,LTU,2009,36521628847.8295
Lithuania,LTU,2010,37120517693.8622
Lithuania,LTU,2011,39363759100.2663
Lithuania,LTU,2012,40870192057.6716
Lithuania,LTU,2013,42300068778.4613
Lithuania,LTU,2014,43796470015.265
Lithuania,LTU,2015,44687574443.1892
Lithuania,LTU,2016,45735444769.2075
Lithuania,LTU,2017,47486625803.5491
Luxembourg,LUX,1960,8504063017.13305
Luxembourg,LUX,1961,8829767195.35142
Luxembourg,LUX,1962,8949735270.63142
Luxembourg,LUX,1963,9257526380.66555
Luxembourg,LUX,1964,9985707558.64394
Luxembourg,LUX,1965,9912319238.150259
Luxembourg,LUX,1966,10021939984.2351
Luxembourg,LUX,1967,10043660616.0983
Luxembourg,LUX,1968,10463874563.2557
Luxembourg,LUX,1969,11507421908.8175
Luxembourg,LUX,1970,12026066098.5417
Luxembourg,LUX,1971,12346829649.5882
Luxembourg,LUX,1972,13161497303.9828
Luxembourg,LUX,1973,14255570044.7156
Luxembourg,LUX,1974,14856081310.7072
Luxembourg,LUX,1975,13879833077.9928
Luxembourg,LUX,1976,14231594121.2261
Luxembourg,LUX,1977,14454998303.395
Luxembourg,LUX,1978,15044035418.1097
Luxembourg,LUX,1979,15396909640.0985
Luxembourg,LUX,1980,15526379547.476004
Luxembourg,LUX,1981,15440836958.4821
Luxembourg,LUX,1982,15615518611.081
Luxembourg,LUX,1983,16082278502.7553
Luxembourg,LUX,1984,17077279261.346
Luxembourg,LUX,1985,17554026770.2875
Luxembourg,LUX,1986,19306609310.5888
Luxembourg,LUX,1987,20069409192.2146
Luxembourg,LUX,1988,21767940116.2612
Luxembourg,LUX,1989,23900776308.0084
Luxembourg,LUX,1990,25172281398.4933
Luxembourg,LUX,1991,27348221249.0549
Luxembourg,LUX,1992,27845863937.7581
Luxembourg,LUX,1993,29015570718.3576
Luxembourg,LUX,1994,30124232789.131
Luxembourg,LUX,1995,30555672134.7507
Luxembourg,LUX,1996,30979915749.8571
Luxembourg,LUX,1997,32748781294.1936
Luxembourg,LUX,1998,34728330983.336
Luxembourg,LUX,1999,37673641715.0206
Luxembourg,LUX,2000,40777874110.4868
Luxembourg,LUX,2001,41810359657.136
Luxembourg,LUX,2002,43407293716.2571
Luxembourg,LUX,2003,44114523131.6617
Luxembourg,LUX,2004,45708017660.4699
Luxembourg,LUX,2005,47158078345.0882
Luxembourg,LUX,2006,49600152813.8211
Luxembourg,LUX,2007,53744023972.4248
Luxembourg,LUX,2008,53056323195.6279
Luxembourg,LUX,2009,50743806576.0564
Luxembourg,LUX,2010,53212476812.2957
Luxembourg,LUX,2011,54563666562.4044
Luxembourg,LUX,2012,54371319074.1956
Luxembourg,LUX,2013,56358248456.4083
Luxembourg,LUX,2014,59611199149.6447
Luxembourg,LUX,2015,61317077715.6898
Luxembourg,LUX,2016,63207264513.4942
Luxembourg,LUX,2017,64659730352.9251
Macao,MAC,1982,4132312747.4526896
Macao,MAC,1983,4546451603.09437
Macao,MAC,1984,4931072050.9403105
Macao,MAC,1985,4967199057.49628
Macao,MAC,1986,5299655632.4614
Macao,MAC,1987,6057177279.685122
Macao,MAC,1988,6530352950.91827
Macao,MAC,1989,6858491908.02669
Macao,MAC,1990,7405683885.37453
Macao,MAC,1991,7676724549.19448
Macao,MAC,1992,8697709000.32642
Macao,MAC,1993,9148767894.3753
Macao,MAC,1994,9537882189.3782
Macao,MAC,1995,9852187146.41519
Macao,MAC,1996,9810949490.15129
Macao,MAC,1997,9783545833.958841
Macao,MAC,1998,9336275869.86582
Macao,MAC,1999,9116077359.17464
Macao,MAC,2000,9640007068.886429
Macao,MAC,2001,9918449363.31785
Macao,MAC,2002,10805852004.8428
Macao,MAC,2003,12065098469.9439
Macao,MAC,2004,15293178677.6956
Macao,MAC,2005,16525726403.8053
Macao,MAC,2006,18726037332.3645
Macao,MAC,2007,21431509550.1564
Macao,MAC,2008,22158807872.3833
Macao,MAC,2009,22451524740.1369
Macao,MAC,2010,28123640998.7253
Macao,MAC,2011,34218795692.6193
Macao,MAC,2012,37379644422.3168
Macao,MAC,2013,41566235794.2536
Macao,MAC,2014,41066978186.58
Macao,MAC,2015,32198767338.2394
Macao,MAC,2016,31920853731.7088
Macao,MAC,2017,34824407683.0077
Madagascar,MDG,1960,3651568049.64216
Madagascar,MDG,1961,3726375268.63736
Madagascar,MDG,1962,3811003848.3310704
Madagascar,MDG,1963,3775584316.6825
Madagascar,MDG,1964,3925192556.8432703
Madagascar,MDG,1965,3907440721.8503203
Madagascar,MDG,1966,3988111883.32035
Madagascar,MDG,1967,4208597265.3940797
Madagascar,MDG,1968,4495993370.4132
Madagascar,MDG,1969,4663299272.375879
Madagascar,MDG,1970,4909356186.80499
Madagascar,MDG,1971,5102262712.08589
Madagascar,MDG,1972,5037330218.2514715
Madagascar,MDG,1973,4905428818.09139
Madagascar,MDG,1974,5003874857.50605
Madagascar,MDG,1975,5066858211.73784
Madagascar,MDG,1976,4911363508.33335
Madagascar,MDG,1977,5027468159.29592
Madagascar,MDG,1978,4893646711.95061
Madagascar,MDG,1979,5375898481.85328
Madagascar,MDG,1980,5419215903.00879
Madagascar,MDG,1981,4893617620.98775
Madagascar,MDG,1982,4805033640.52864
Madagascar,MDG,1983,4848380152.64701
Madagascar,MDG,1984,4931029463.22785
Madagascar,MDG,1985,4988026106.75789
Madagascar,MDG,1986,5085746813.922811
Madagascar,MDG,1987,5145661260.66408
Madagascar,MDG,1988,5320789571.26692
Madagascar,MDG,1989,5537818872.77088
Madagascar,MDG,1990,5711154233.15068
Madagascar,MDG,1991,5350806992.567
Madagascar,MDG,1992,5414275712.05954
Madagascar,MDG,1993,5527789241.141971
Madagascar,MDG,1994,5523830887.64384
Madagascar,MDG,1995,5618410647.91236
Madagascar,MDG,1996,5739145519.796721
Madagascar,MDG,1997,5951120435.23127
Madagascar,MDG,1998,6185138512.86326
Madagascar,MDG,1999,6473311272.40879
Madagascar,MDG,2000,6781445103.030661
Madagascar,MDG,2001,7189540561.32302
Madagascar,MDG,2002,6278353422.6091
Madagascar,MDG,2003,6892683532.63525
Madagascar,MDG,2004,7255032154.37267
Madagascar,MDG,2005,7588974026.877959
Madagascar,MDG,2006,7970138367.75655
Madagascar,MDG,2007,8467521105.2625
Madagascar,MDG,2008,9071129493.65325
Madagascar,MDG,2009,8707027002.4923
Madagascar,MDG,2010,8729936135.744871
Madagascar,MDG,2011,8856903643.14915
Madagascar,MDG,2012,9125047117.674091
Madagascar,MDG,2013,9330835548.94675
Madagascar,MDG,2014,9640232448.084991
Madagascar,MDG,2015,9940681351.04808
Madagascar,MDG,2016,10356200860.8807
Madagascar,MDG,2017,10788136744.3288
Malawi,MWI,1960,872754761.578833
Malawi,MWI,1961,939429715.627654
Malawi,MWI,1962,945708532.632315
Malawi,MWI,1963,932552984.401186
Malawi,MWI,1964,957369182.341457
Malawi,MWI,1965,1087729294.05964
Malawi,MWI,1966,1231842943.3209
Malawi,MWI,1967,1321540202.4642901
Malawi,MWI,1968,1296125938.12838
Malawi,MWI,1969,1372368730.47158
Malawi,MWI,1970,1378946466.0453
Malawi,MWI,1971,1602591776.10113
Malawi,MWI,1972,1702454862.85085
Malawi,MWI,1973,1741622587.64614
Malawi,MWI,1974,1866600790.905189
Malawi,MWI,1975,1980217492.28166
Malawi,MWI,1976,2079183440.5638301
Malawi,MWI,1977,2181438334.38105
Malawi,MWI,1978,2394020984.03969
Malawi,MWI,1979,2499265827.0747104
Malawi,MWI,1980,2509431501.17818
Malawi,MWI,1981,2376679583.05701
Malawi,MWI,1982,2436178658.7173
Malawi,MWI,1983,2526773054.9992104
Malawi,MWI,1984,2662215774.51162
Malawi,MWI,1985,2783905186.40297
Malawi,MWI,1986,2777925287.96737
Malawi,MWI,1987,2823073218.20398
Malawi,MWI,1988,2912770477.34736
Malawi,MWI,1989,2951938202.14266
Malawi,MWI,1990,3119971217.88235
Malawi,MWI,1991,3392351938.18952
Malawi,MWI,1992,3143591512.28887
Malawi,MWI,1993,3448263380.33223
Malawi,MWI,1994,3095154943.52291
Malawi,MWI,1995,3612937768.2146797
Malawi,MWI,1996,3877284917.9125204
Malawi,MWI,1997,4024327811.66064
Malawi,MWI,1998,4181085586.81284
Malawi,MWI,1999,4308285837.60063
Malawi,MWI,2000,4376187775.85659
Malawi,MWI,2001,4158474016.153021
Malawi,MWI,2002,4229168074.99445
Malawi,MWI,2003,4470469156.55829
Malawi,MWI,2004,4712790834.08534
Malawi,MWI,2005,4866839045.278689
Malawi,MWI,2006,5095580480.01871
Malawi,MWI,2007,5584756206.23341
Malawi,MWI,2008,6011416879.86508
Malawi,MWI,2009,6512054306.7850895
Malawi,MWI,2010,6959697194.02096
Malawi,MWI,2011,7297524731.2371
Malawi,MWI,2012,7435141416.66523
Malawi,MWI,2013,7821768770.20955
Malawi,MWI,2014,8267609590.406541
Malawi,MWI,2015,8499102658.85552
Malawi,MWI,2016,8710223821.78252
Malawi,MWI,2017,9058635432.71192
Malaysia,MYS,1960,11043462325.8855
Malaysia,MYS,1961,11882543930.7019
Malaysia,MYS,1962,12645525594.831
Malaysia,MYS,1963,13573555873.1824
Malaysia,MYS,1964,14300957697.912
Malaysia,MYS,1965,15399966772.5816
Malaysia,MYS,1966,16603737673.3372
Malaysia,MYS,1967,17244168158.593998
Malaysia,MYS,1968,18619906970.262
Malaysia,MYS,1969,19530147388.5887
Malaysia,MYS,1970,20699327206.4884
Malaysia,MYS,1971,22776434433.9888
Malaysia,MYS,1972,24914787451.685
Malaysia,MYS,1973,27830087065.009
Malaysia,MYS,1974,30145177934.4134
Malaysia,MYS,1975,30386661335.7571
Malaysia,MYS,1976,33900419813.2808
Malaysia,MYS,1977,36528739152.5441
Malaysia,MYS,1978,38959322083.4609
Malaysia,MYS,1979,42601668037.629
Malaysia,MYS,1980,45772010380.0065
Malaysia,MYS,1981,48949551034.5462
Malaysia,MYS,1982,51858697478.4598
Malaysia,MYS,1983,55101022942.4612
Malaysia,MYS,1984,59377848697.2285
Malaysia,MYS,1985,58769077154.3522
Malaysia,MYS,1986,59498163343.3712
Malaysia,MYS,1987,62587267591.3445
Malaysia,MYS,1988,68807014797.9926
Malaysia,MYS,1989,75040655706.5167
Malaysia,MYS,1990,81800713541.6898
Malaysia,MYS,1991,89608973996.20099
Malaysia,MYS,1992,97570837043.6785
Malaysia,MYS,1993,107225416103.092
Malaysia,MYS,1994,117103066264.854
Malaysia,MYS,1995,128613226397.087
Malaysia,MYS,1996,141478022462.264
Malaysia,MYS,1997,151838092828.066
Malaysia,MYS,1998,140663697157.845
Malaysia,MYS,1999,149297089129.346
Malaysia,MYS,2000,162523121443.309
Malaysia,MYS,2001,163364463524.456
Malaysia,MYS,2002,172171422664.39902
Malaysia,MYS,2003,182137564227.255
Malaysia,MYS,2004,194492752490.994
Malaysia,MYS,2005,204863376669.557
Malaysia,MYS,2006,216304682956.666
Malaysia,MYS,2007,229929251886.941
Malaysia,MYS,2008,241038904259.674
Malaysia,MYS,2009,237390711201.5269
Malaysia,MYS,2010,255016609232.871
Malaysia,MYS,2011,268516966253.764
Malaysia,MYS,2012,283214119400.205
Malaysia,MYS,2013,296507404302.878
Malaysia,MYS,2014,314317779640.495
Malaysia,MYS,2015,330121697556.735
Malaysia,MYS,2016,344052342367.514
Malaysia,MYS,2017,364357517618.205
Maldives,MDV,1995,1168947333.3624
Maldives,MDV,1996,1260810777.05745
Maldives,MDV,1997,1366692920.0913599
Maldives,MDV,1998,1469122222.3726099
Maldives,MDV,1999,1559850154.51839
Maldives,MDV,2000,1619839033.86103
Maldives,MDV,2001,1555958505.24055
Maldives,MDV,2002,1669051580.27634
Maldives,MDV,2003,1898547004.09401
Maldives,MDV,2004,2013100660.81844
Maldives,MDV,2005,1748799599.4496698
Maldives,MDV,2006,2205437293.20646
Maldives,MDV,2007,2375561798.74616
Maldives,MDV,2008,2600891737.91487
Maldives,MDV,2009,2412877397.497061
Maldives,MDV,2010,2588176054.6875
Maldives,MDV,2011,2809898200.592911
Maldives,MDV,2012,2880634126.6867104
Maldives,MDV,2013,3090375228.51505
Maldives,MDV,2014,3316887568.61166
Maldives,MDV,2015,3391382355.87606
Maldives,MDV,2016,3600398617.5534897
Maldives,MDV,2017,3918258227.38666
Mali,MLI,1967,1944068679.30504
Mali,MLI,1968,2016162720.4351
Mali,MLI,1969,2020820044.6159801
Mali,MLI,1970,2144836858.6076
Mali,MLI,1971,2199937632.21704
Mali,MLI,1972,2328502348.91457
Mali,MLI,1973,2294619943.28721
Mali,MLI,1974,2259539194.64372
Mali,MLI,1975,2522211736.3010397
Mali,MLI,1976,2865823701.8849
Mali,MLI,1977,3047764737.91777
Mali,MLI,1978,3003161422.32356
Mali,MLI,1979,3315360389.90145
Mali,MLI,1980,3171943208.3541303
Mali,MLI,1981,3219801623.7755103
Mali,MLI,1982,2982230716.74934
Mali,MLI,1983,3036533373.70055
Mali,MLI,1984,3027818184.156389
Mali,MLI,1985,3642060605.84473
Mali,MLI,1986,3740127490.2144
Mali,MLI,1987,3734922568.3820295
Mali,MLI,1988,4010922927.4069705
Mali,MLI,1989,4178474744.8553796
Mali,MLI,1990,4073912797.44007
Mali,MLI,1991,4552402157.8637705
Mali,MLI,1992,4405875697.20066
Mali,MLI,1993,4545637483.9988
Mali,MLI,1994,4717459583.09197
Mali,MLI,1995,4760908442.4543
Mali,MLI,1996,5096827925.44063
Mali,MLI,1997,5342954986.49485
Mali,MLI,1998,5747505780.22185
Mali,MLI,1999,6075167846.2737
Mali,MLI,2000,6071472019.6268215
Mali,MLI,2001,7005036095.98509
Mali,MLI,2002,7222634110.294241
Mali,MLI,2003,7881269147.980579
Mali,MLI,2004,8004216841.12223
Mali,MLI,2005,8527273414.25
Mali,MLI,2006,8924830836.57373
Mali,MLI,2007,9236630227.001421
Mali,MLI,2008,9677529938.79202
Mali,MLI,2009,10130347922.7255
Mali,MLI,2010,10678749467.4697
Mali,MLI,2011,11024767958.1827
Mali,MLI,2012,10932581178.5301
Mali,MLI,2013,11184422457.8225
Mali,MLI,2014,11972181170.8491
Mali,MLI,2015,12686032241.3252
Mali,MLI,2016,13421822110.6944
Mali,MLI,2017,14133178682.5182
Malta,MLT,1970,1132760927.15232
Malta,MLT,1971,1160558807.9470198
Malta,MLT,1972,1228316026.4900699
Malta,MLT,1973,1279243708.6092699
Malta,MLT,1974,1407633774.83444
Malta,MLT,1975,1682968079.4702
Malta,MLT,1976,1969360264.90066
Malta,MLT,1977,2209310463.57616
Malta,MLT,1978,2455895099.33775
Malta,MLT,1979,2713537483.4437103
Malta,MLT,1980,2904834039.7351
Malta,MLT,1981,3001035231.78808
Malta,MLT,1982,3069592450.33113
Malta,MLT,1983,3050794569.53642
Malta,MLT,1984,3079544370.86093
Malta,MLT,1985,3159159205.2980103
Malta,MLT,1986,3281898543.04636
Malta,MLT,1987,3416801456.95364
Malta,MLT,1988,3704299205.2980094
Malta,MLT,1989,4007277748.3443694
Malta,MLT,1990,4259391258.27815
Malta,MLT,1991,4525879735.0993395
Malta,MLT,1992,4738185695.36424
Malta,MLT,1993,4950491920.5298
Malta,MLT,1994,5230249403.97351
Malta,MLT,1995,5561977615.89404
Malta,MLT,1996,5772072185.43046
Malta,MLT,1997,6075508874.17219
Malta,MLT,1998,6386915231.788079
Malta,MLT,1999,6688376026.49007
Malta,MLT,2000,7141192052.980129
Malta,MLT,2001,7184635761.5894
Malta,MLT,2002,7398940397.35099
Malta,MLT,2003,7587152317.880791
Malta,MLT,2004,7620794701.98675
Malta,MLT,2005,7909139072.84768
Malta,MLT,2006,8053774834.437091
Malta,MLT,2007,8374834437.086091
Malta,MLT,2008,8655099337.74834
Malta,MLT,2009,8441986754.96689
Malta,MLT,2010,8741059602.64901
Malta,MLT,2011,8856688741.721859
Malta,MLT,2012,9096953642.38411
Malta,MLT,2013,9516423841.0596
Malta,MLT,2014,10288609271.5232
Malta,MLT,2015,11278543046.3576
Malta,MLT,2016,11868476821.1921
Malta,MLT,2017,12630728476.8212
Marshall Islands,MHL,1981,71198329.5137433
Marshall Islands,MHL,1982,74638083.4090583
Marshall Islands,MHL,1983,86212960.0892302
Marshall Islands,MHL,1984,89545975.4388063
Marshall Islands,MHL,1985,83942821.70514409
Marshall Islands,MHL,1986,104544488.15575
Marshall Islands,MHL,1987,114333776.618818
Marshall Islands,MHL,1988,123239287.957134
Marshall Islands,MHL,1989,121154561.302447
Marshall Islands,MHL,1990,124396955.964827
Marshall Islands,MHL,1991,124506286.893409
Marshall Islands,MHL,1992,133397032.920752
Marshall Islands,MHL,1993,141409186.589029
Marshall Islands,MHL,1994,149720816.831781
Marshall Islands,MHL,1995,162017728.489782
Marshall Islands,MHL,1996,145325149.94131002
Marshall Islands,MHL,1997,135957969.032406
Marshall Islands,MHL,1998,132091035.52954
Marshall Islands,MHL,1999,128924608.955679
Marshall Islands,MHL,2000,136519163.56169298
Marshall Islands,MHL,2001,143841179.832335
Marshall Islands,MHL,2002,147603854.460007
Marshall Islands,MHL,2003,147854977.458852
Marshall Islands,MHL,2004,148030245.081476
Marshall Islands,MHL,2005,152345998.953014
Marshall Islands,MHL,2006,154534759.0583
Marshall Islands,MHL,2007,160180179.903528
Marshall Islands,MHL,2008,157545417.237007
Marshall Islands,MHL,2009,154968025.129917
Marshall Islands,MHL,2010,164969100.0
Marshall Islands,MHL,2011,166959486.461674
Marshall Islands,MHL,2012,172732723.052274
Marshall Islands,MHL,2013,177673015.764298
Marshall Islands,MHL,2014,176328132.630446
Marshall Islands,MHL,2015,175685334.39776498
Marshall Islands,MHL,2016,179041793.905222
Marshall Islands,MHL,2017,183517838.752853
Mauritania,MRT,1960,678884132.612513
Mauritania,MRT,1961,784314249.9281241
Mauritania,MRT,1962,790013142.972008
Mauritania,MRT,1963,774341118.4055692
Mauritania,MRT,1964,988763037.488816
Mauritania,MRT,1965,1148332884.3607
Mauritania,MRT,1966,1150985096.5568
Mauritania,MRT,1967,1192042264.57219
Mauritania,MRT,1968,1313588170.1564
Mauritania,MRT,1969,1329988739.9688
Mauritania,MRT,1970,1489400274.66613
Mauritania,MRT,1971,1516848230.32288
Mauritania,MRT,1972,1505731130.29481
Mauritania,MRT,1973,1436697017.9073699
Mauritania,MRT,1974,1611436888.2950199
Mauritania,MRT,1975,1528699684.47171
Mauritania,MRT,1976,1659343963.57848
Mauritania,MRT,1977,1628171632.70125
Mauritania,MRT,1978,1619954025.25515
Mauritania,MRT,1979,1697550468.40441
Mauritania,MRT,1980,1754778463.2806401
Mauritania,MRT,1981,1815323381.387689
Mauritania,MRT,1982,1772846191.6873899
Mauritania,MRT,1983,1839068060.5488
Mauritania,MRT,1984,1779723827.06107
Mauritania,MRT,1985,1833022293.3234398
Mauritania,MRT,1986,1937753476.62713
Mauritania,MRT,1987,1974578236.59564
Mauritania,MRT,1988,2008548840.6197886
Mauritania,MRT,1989,2104508977.19671
Mauritania,MRT,1990,2067231714.2728
Mauritania,MRT,1991,2104195618.2179399
Mauritania,MRT,1992,2143630893.178889
Mauritania,MRT,1993,2269539995.845289
Mauritania,MRT,1994,2200075456.66064
Mauritania,MRT,1995,2416118476.47523
Mauritania,MRT,1996,2556708221.12938
Mauritania,MRT,1997,2453297130.08258
Mauritania,MRT,1998,2521444938.45867
Mauritania,MRT,1999,2715919584.3969607
Mauritania,MRT,2000,2704230096.5886
Mauritania,MRT,2001,2758552587.60377
Mauritania,MRT,2002,2776897076.96439
Mauritania,MRT,2003,2942907019.4394803
Mauritania,MRT,2004,3112048350.2354198
Mauritania,MRT,2005,3391181109.50907
Mauritania,MRT,2006,4031066441.74656
Mauritania,MRT,2007,4144655314.26066
Mauritania,MRT,2008,4189416230.83483
Mauritania,MRT,2009,4145759090.7842298
Mauritania,MRT,2010,4343665075.37898
Mauritania,MRT,2011,4547993970.42855
Mauritania,MRT,2012,4811553776.267139
Mauritania,MRT,2013,5104589850.28852
Mauritania,MRT,2014,5389402679.64833
Mauritania,MRT,2015,5464854125.48399
Mauritania,MRT,2016,5574151156.75208
Mauritania,MRT,2017,5769246447.2384
Mauritius,MUS,1976,2124319853.5377104
Mauritius,MUS,1977,2263412225.01148
Mauritius,MUS,1978,2350119158.2663608
Mauritius,MUS,1979,2432761703.55797
Mauritius,MUS,1980,2187995259.9815397
Mauritius,MUS,1981,2316700862.63089
Mauritius,MUS,1982,2444051668.04727
Mauritius,MUS,1983,2453431823.73794
Mauritius,MUS,1984,2568703514.36593
Mauritius,MUS,1985,2747343369.9573197
Mauritius,MUS,1986,3014990476.5072
Mauritius,MUS,1987,3283054480.52584
Mauritius,MUS,1988,3506018094.24681
Mauritius,MUS,1989,3662567012.45245
Mauritius,MUS,1990,3925786062.7103705
Mauritius,MUS,1991,4099912192.56849
Mauritius,MUS,1992,4366927116.6933
Mauritius,MUS,1993,4588857101.12914
Mauritius,MUS,1994,4778658788.74408
Mauritius,MUS,1995,4983555093.4701605
Mauritius,MUS,1996,5262028369.810989
Mauritius,MUS,1997,5561305046.51002
Mauritius,MUS,1998,5898911194.3026285
Mauritius,MUS,1999,6052918760.07908
Mauritius,MUS,2000,6599292378.29694
Mauritius,MUS,2001,6769129806.19261
Mauritius,MUS,2002,6912182726.03343
Mauritius,MUS,2003,7164951322.26938
Mauritius,MUS,2004,7576632768.634959
Mauritius,MUS,2005,7670688143.628659
Mauritius,MUS,2006,8325631104.68563
Mauritius,MUS,2007,8802441342.01384
Mauritius,MUS,2008,9276625562.3588
Mauritius,MUS,2009,9584152841.68915
Mauritius,MUS,2010,10003670690.3497
Mauritius,MUS,2011,10411574171.5084
Mauritius,MUS,2012,10775575125.3493
Mauritius,MUS,2013,11137678209.4982
Mauritius,MUS,2014,11554736859.9332
Mauritius,MUS,2015,11955531873.1569
Mauritius,MUS,2016,12409842083.119
Mauritius,MUS,2017,12881416082.2775
Mexico,MEX,1960,145392845714.889
Mexico,MEX,1961,152662488004.172
Mexico,MEX,1962,159783299487.46698
Mexico,MEX,1963,172736750906.259
Mexico,MEX,1964,193301891565.071
Mexico,MEX,1965,207026325858.186
Mexico,MEX,1966,219646939078.552
Mexico,MEX,1967,232507102357.5689
Mexico,MEX,1968,254416894885.156
Mexico,MEX,1969,263114441802.106
Mexico,MEX,1970,280223416369.655
Mexico,MEX,1971,290766731858.698
Mexico,MEX,1972,314693365949.73
Mexico,MEX,1973,339431788640.962
Mexico,MEX,1974,359040176633.726
Mexico,MEX,1975,379665185902.585
Mexico,MEX,1976,396436683390.0421
Mexico,MEX,1977,409878422989.29297
Mexico,MEX,1978,446590996952.41
Mexico,MEX,1979,489902151657.26
Mexico,MEX,1980,535136051794.256
Mexico,MEX,1981,582081400074.208
Mexico,MEX,1982,578426495771.115
Mexico,MEX,1983,554154004546.049
Mexico,MEX,1984,574159966641.109
Mexico,MEX,1985,589050140152.402
Mexico,MEX,1986,566937669831.81
Mexico,MEX,1987,577458598585.611
Mexico,MEX,1988,584650487742.558
Mexico,MEX,1989,609195829754.792
Mexico,MEX,1990,640071740453.946
Mexico,MEX,1991,667097174096.4761
Mexico,MEX,1992,691303853829.318
Mexico,MEX,1993,719380647279.808
Mexico,MEX,1994,754925825427.1859
Mexico,MEX,1995,707431699221.458
Mexico,MEX,1996,755347878296.275
Mexico,MEX,1997,807065431712.943
Mexico,MEX,1998,848741686663.004
Mexico,MEX,1999,872112249426.266
Mexico,MEX,2000,915215993694.164
Mexico,MEX,2001,911514950577.751
Mexico,MEX,2002,911151762172.185
Mexico,MEX,2003,924330503482.504
Mexico,MEX,2004,960569720258.727
Mexico,MEX,2005,982737816135.92
Mexico,MEX,2006,1026912646467.13
Mexico,MEX,2007,1050443792364.95
Mexico,MEX,2008,1062456505600.0
Mexico,MEX,2009,1006297773149.01
Mexico,MEX,2010,1057801282051.28
Mexico,MEX,2011,1096548626891.18
Mexico,MEX,2012,1136488466219.24
Mexico,MEX,2013,1151877565183.88
