,destination,passenger,weather,temperature,time,coupon,HoursToCouponExpiration,gender,age,maritalStatus,has_children,education,occupation,AvgAnnualIncome,AvgMonthlyVisitsToBar,AvgMonthlyVisitsToCoffeeHouse,AvgMonthlyVisitsToCarryAway,AvgMonthlyVisitsToRestaurantLessThan20,AvgMonthlyVisitsToRestaurant20To50,AtLeast5MinutesDriveToRedeem,AtLeast15MinutesDriveToRedeem,AtLeast25MinutesDriveToRedeem,CanRedeemOnTheWay,Y
7574,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,1,0,0,0
7575,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,0,0,0,0
7576,Home,Partner,Sunny,80,6PM,CoffeeHouse,24.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,0,0,1,0
7577,Home,None,Sunny,80,6PM,Bar,2.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,0,0,1,0
7578,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,1,1,0,0
7579,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,1,1,0,1
7580,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,1,1,0,0
7581,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Female,20.0,Single,0,Some College,Healthcare Support,6250.0,0.0,2.0,0.0,6.0,0.0,1,0,0,1,0
7582,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7583,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7584,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
7585,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7586,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
7587,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
7588,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7589,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7590,Home,None,Sunny,30,6PM,CarryAway,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,1,1
7591,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7592,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
7593,Home,Partner,Sunny,80,6PM,CoffeeHouse,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,1
7594,Home,None,Sunny,80,6PM,Bar,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0
7595,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
7596,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
7597,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,1
7598,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,26.0,Married,0,Bachelors,Computer & Mathematical,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,1
7599,Nowhere,Kid,Rainy,55,6PM,CarryAway,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7600,Nowhere,Kid,Rainy,55,10PM,Bar,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7601,Nowhere,Kid,Snowy,30,6PM,Bar,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7602,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7603,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,0,1
7604,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7605,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,0,1
7606,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,0,1
7607,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7608,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7609,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7610,Nowhere,Kid,Sunny,80,2PM,Restaurant20To50,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,0,1
7611,Nowhere,Kid,Sunny,55,2PM,CoffeeHouse,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7612,Home,None,Sunny,30,6PM,CarryAway,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,1,1
7613,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7614,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,0,1
7615,Home,None,Sunny,80,6PM,Bar,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,1,1
7616,Home,Partner,Sunny,30,10PM,CarryAway,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,0,0,1
7617,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,1,0,1
7618,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,1,0,1
7619,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,1,1,0,1
7620,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Female,36.0,Together,1,Some College,Computer & Mathematical,18749.5,0.0,2.0,0.0,2.0,6.0,1,0,0,1,1
7621,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,1
7622,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,0,0
7623,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,1
7624,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,0,0
7625,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,0,0
7626,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,0
7627,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,1
7628,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,0
7629,Nowhere,Partner,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,1
7630,Nowhere,Partner,Sunny,30,10AM,Bar,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,0
7631,Nowhere,Partner,Rainy,55,10AM,CarryAway,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,0,0
7632,Nowhere,Partner,Snowy,30,2PM,CoffeeHouse,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,1
7633,Home,None,Sunny,30,6PM,CarryAway,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,1,1
7634,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,0,0,0
7635,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,0,0
7636,Home,Partner,Sunny,80,6PM,CoffeeHouse,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,1,1
7637,Home,None,Sunny,80,6PM,Bar,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,0,0,1,0
7638,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,1,0,0
7639,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,1,0,0
7640,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Male,51.0,Together,1,Associates,Transportation & Material Moving,56249.5,0.0,2.0,6.0,6.0,2.0,1,1,1,0,1
7641,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,1
7642,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,0,0
7643,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7644,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,0,1
7645,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,0,0
7646,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7647,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,1
7648,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,1
7649,Nowhere,Partner,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7650,Nowhere,Partner,Sunny,30,10AM,Bar,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7651,Nowhere,Partner,Rainy,55,10AM,CarryAway,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,0,1
7652,Nowhere,Partner,Rainy,55,2PM,RestaurantLessThan20,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7653,Nowhere,Partner,Snowy,30,2PM,CoffeeHouse,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7654,Home,None,Sunny,30,6PM,CarryAway,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,1,1
7655,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,0,0,0
7656,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,0,0
7657,Home,Partner,Sunny,80,6PM,CoffeeHouse,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,1,1
7658,Home,None,Sunny,80,6PM,Bar,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,1,0
7659,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,1,0,1
7660,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,1,0,1
7661,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,1,1,0,0
7662,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,51.0,Married,1,Associates,Retired,43749.5,0.0,0.0,6.0,6.0,0.0,1,0,0,1,1
7663,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7664,Nowhere,Friend,Sunny,80,10AM,RestaurantLessThan20,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7665,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7666,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7667,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7668,Nowhere,Friend,Sunny,55,10AM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7669,Nowhere,Friend,Sunny,55,6PM,CarryAway,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7670,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7671,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
7672,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7673,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
7674,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
7675,Home,None,Sunny,30,6PM,CarryAway,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,1,1
7676,Home,None,Rainy,55,10PM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,1
7677,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
7678,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
7679,Home,None,Sunny,80,6PM,Bar,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0
7680,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
7681,Work,None,Rainy,55,7AM,Restaurant20To50,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,1
7682,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
7683,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,1
7684,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,36.0,Single,0,Some College,Construction & Extraction,56249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,1
7685,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7686,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,0,0
7687,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,0
7688,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,0,0
7689,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,0,0
7690,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7691,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7692,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7693,Nowhere,Partner,Sunny,80,10PM,RestaurantLessThan20,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7694,Nowhere,Partner,Sunny,30,10AM,Bar,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7695,Nowhere,Partner,Rainy,55,10AM,CarryAway,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,0,1
7696,Nowhere,Partner,Rainy,55,2PM,RestaurantLessThan20,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,0
7697,Nowhere,Partner,Snowy,30,2PM,CoffeeHouse,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,1
7698,Home,None,Sunny,30,6PM,CarryAway,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,1,1
7699,Home,None,Snowy,30,6PM,CoffeeHouse,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,0,0,0
7700,Home,None,Snowy,30,10PM,Restaurant20To50,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,0,0
7701,Home,Partner,Sunny,80,6PM,CoffeeHouse,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,1,0
7702,Home,None,Sunny,80,6PM,Bar,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,1,1
7703,Work,None,Rainy,55,7AM,RestaurantLessThan20,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,1,0,0
7704,Work,None,Snowy,30,7AM,RestaurantLessThan20,2.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,1,0,0
7705,Work,None,Snowy,30,7AM,Restaurant20To50,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,1,1,0,1
7706,Work,None,Sunny,80,7AM,RestaurantLessThan20,24.0,Male,51.0,Married,0,Graduate,Retired,56249.5,0.0,0.0,0.0,2.0,2.0,1,0,0,1,1
7707,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,1
7708,Nowhere,Friend,Sunny,80,10AM,RestaurantLessThan20,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,0,0,0,1
7709,Nowhere,None,Sunny,55,6PM,CoffeeHouse,2.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,0,0,0,0
7710,Nowhere,Friend,Sunny,80,2PM,Restaurant20To50,2.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,0
7711,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,0,0,0,1
7712,Nowhere,Friend,Sunny,55,10AM,CoffeeHouse,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,1
7713,Nowhere,Friend,Sunny,55,6PM,CarryAway,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,1
7714,Nowhere,Friend,Sunny,30,10PM,RestaurantLessThan20,2.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,0,0,0,0
7715,Nowhere,Friend,Rainy,55,10PM,Bar,2.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,0
7716,Nowhere,Friend,Snowy,30,10AM,CarryAway,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,0
7717,Nowhere,Friend,Snowy,30,10PM,CarryAway,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,0,0
7718,Nowhere,None,Sunny,80,10AM,CoffeeHouse,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,0,0,0,0
7719,Home,None,Sunny,30,6PM,CarryAway,2.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,1,0,1,1
7720,Home,None,Rainy,55,10PM,CoffeeHouse,24.0,Female,31.0,Single,0,Bachelors,Unemployed,106250.0,0.0,6.0,8.0,6.0,0.0,1,0,0,1,0
